Code	DM	TDN	DE	ME	NEm	NEg	Sugar	Starch	Fat	NDF	Carb	protein	RDP	RUP	Ash     Animal feed
	% AF	% of DM	---------Mcal/kg-----------	------------------% of DM---------------------- % CP	% CP    % DM

129	36.82	59.60	2.63	2.16	1.30	0.72	1.50	1.64	3.87	57.69	71.47	14.60	76.11	23.76	10.06	Ryegrass_Silage
130	89.90	80.80	3.56	2.92	1.97	1.32	0.00	58.25	1.44	15.39	85.47	11.32	77.10	22.53	1.77	Rye_Grain
131	93.50	55.80	2.46	2.02	1.17	0.61	0.00	1.15	12.34	51.48	59.70	23.12	76.29	23.71	4.84	Safflower_Meal
132	90.50	60.10	2.65	2.17	1.31	0.74	0.00	5.37	3.04	44.85	71.63	16.54	65.58	34.40	8.79	Soybean_Hay
133	90.04	62.60	2.76	2.26	1.40	0.82	2.15	1.10	2.28	64.81	80.30	12.37	46.84	53.10	5.05	Soybean_Hulls
134	89.24	79.50	3.51	2.88	1.93	1.28	13.30	2.02	1.88	11.33	37.91	52.85	70.42	29.45	7.36	Soybean_Meal_High_CP
135	91.68	81.10	3.58	2.93	1.98	1.33	11.55	5.05	12.66	18.78	34.38	48.59	55.88	44.08	6.43	Soybean_Meal_Low_CP
136	89.76	79.30	3.50	2.87	1.92	1.28	0.00	1.32	8.27	22.67	36.33	48.85	50.45	49.44	6.55	Soybean_Meal_Heated
137	37.35	57.80	2.55	2.09	1.24	0.67	0.00	4.21	4.29	47.53	68.82	17.08	68.42	31.48	9.81	Soybean_Silage
138	85.48	35.00	0.00	1.27	0.41	0.00	0.00	0.00	0.70	69.75	84.50	5.53	47.01	52.50	9.27	Soybean_Stubble
139	88.59	77.00	0.00	2.78	1.85	1.22	0.00	0.00	8.17	12.60	40.29	46.54	70.42	29.45	5.00	Soybeans_Expelled
140	92.51	91.90	4.05	3.32	2.29	1.60	0.00	1.29	13.14	16.58	36.31	44.40	57.78	42.17	6.15	Soybeans_Extruded
141	93.32	97.40	4.30	3.52	2.45	1.73	0.00	1.30	21.03	21.83	32.86	40.49	56.32	43.63	5.62	Soybeans_Roasted
142	92.85	91.00	4.01	3.29	2.27	1.57	0.00	1.03	20.61	17.98	33.93	39.97	70.99	29.01	5.49	Soybeans_Whole
143	30.89	54.80	2.42	1.98	1.13	0.58	0.00	2.08	2.95	61.02	73.27	12.92	67.03	32.80	10.86	Sudangrass_Fresh
144	89.01	54.50	2.40	1.97	1.12	0.57	0.00	1.60	1.60	65.83	80.74	8.33	57.90	41.99	9.33	Sudangrass_Hay
145	31.33	53.50	2.36	1.93	1.09	0.53	0.80	1.79	3.14	62.31	72.78	12.10	70.15	29.71	11.98	Sudangrass_Silage
146	39.80	45.00	1.99	1.63	0.79	0.25	0.00	0.87	1.14	75.58	88.52	3.93	53.71	46.30	6.41	Sugarcane_Baggase_Silage
147	92.72	53.70	2.37	1.94	1.10	0.54	0.00	1.50	1.84	68.92	82.46	5.49	70.46	29.54	10.21	Sugarcane_Hay
148	34.23	52.00	2.29	1.88	1.04	0.49	0.00	3.04	1.86	68.76	84.83	5.41	52.26	47.75	7.90	Sugarcane_Silage
149	91.26	54.60	0.00	1.97	1.13	0.57	0.00	0.00	16.32	72.26	61.57	16.90	35.00	65.00	5.21	Sunflower_Hulls
150	90.44	66.40	2.93	2.40	1.52	0.93	0.00	1.07	10.80	41.71	47.78	35.01	71.97	27.89	6.41	Sunflower_Meal
151	89.33	56.50	0.00	2.04	1.19	0.63	0.00	3.00	20.99	47.24	57.48	15.41	70.07	29.85	6.12	Sunflower_Screenings
152	50.43	63.30	2.79	2.29	1.42	0.84	0.00	2.78	8.67	47.24	68.16	11.27	66.13	33.51	11.90	Sunflower_Silage
153	94.05	71.70	3.16	2.59	1.69	1.07	0.00	0.83	33.75	37.38	42.41	20.08	77.88	22.13	3.76	Sunflowers
154	94.20	46.10	0.00	1.67	0.83	0.29	0.00	0.00	1.20	81.07	91.99	3.39	53.71	46.30	3.42	Switchgrass_Hay
155	87.95	45.00	0.00	1.63	0.79	0.25	0.00	0.00	1.10	66.40	77.66	10.74	35.57	63.93	10.50	Teff_(Lovegrass)_Hay
156	87.83	57.00	0.00	2.06	1.21	0.64	14.15	0.00	1.93	63.81	80.13	9.44	75.00	25.00	8.50	Timothy_Hay
157	26.01	61.40	2.71	2.22	1.36	0.78	0.80	1.70	2.89	56.59	72.87	15.33	77.02	22.71	8.91	Triticale_Forage_Fresh
158	88.44	82.70	3.65	2.99	2.02	1.37	0.00	61.04	1.65	14.10	84.26	12.13	67.30	32.56	1.96	Triticale_Grain
159	90.28	58.50	2.58	2.12	1.26	0.69	0.00	5.06	2.09	57.73	77.97	11.58	68.85	31.09	8.36	Triticale_Hay
160	32.97	57.80	2.55	2.09	1.24	0.67	1.70	1.94	3.66	58.57	71.70	13.90	81.76	18.12	10.74	Triticale_Silage
161	90.10	71.90	3.17	2.60	1.69	1.08	0.00	21.17	4.32	40.09	72.72	17.48	64.35	35.65	5.48	Wheat_Bran
162	34.11	61.70	2.72	2.23	1.37	0.79	26.30	4.11	3.00	54.16	72.77	15.32	75.45	24.36	8.91	Wheat_Forage_Fresh
163	88.94	86.80	3.83	3.14	2.15	1.47	8.55	62.42	1.89	12.36	82.05	13.79	64.22	35.58	2.27	Wheat_Grain
164	82.96	86.80	0.00	3.14	2.14	1.47	0.00	64.87	1.88	13.55	81.73	14.42	71.00	29.00	1.97	Wheat_Grain_Steam_Flaked
165	89.91	58.80	2.59	2.13	1.27	0.70	9.35	4.68	2.00	57.89	78.74	11.11	66.03	33.85	8.15	Wheat_Hay
166	88.85	72.90	3.22	2.64	1.73	1.11	0.00	25.56	4.14	38.33	71.93	18.56	68.19	31.62	5.37	Wheat_Middlings
167	34.11	59.10	2.61	2.14	1.28	0.71	1.81	6.62	3.40	56.54	73.65	12.67	82.11	17.78	10.28	Wheat_Silage
168	91.77	50.00	2.21	1.81	0.97	0.42	2.50	1.64	1.43	73.65	85.95	5.09	65.35	34.54	7.53	Wheat_Straw
169	16.60	80.90	3.58	2.92	1.97	1.32	50.60	3.28	3.98	1.66	77.00	6.30	94.52	5.47	12.72	Whey_Wet
170	93.84	82.30	3.63	2.98	2.01	1.36	56.09	1.28	1.96	0.55	71.44	13.91	78.08	21.92	12.69	Whey_Dry
171	26.70	66.00	2.91	2.39	1.51	0.91	8.00	0.80	3.80	55.70	79.00	12.20	80.00	20.00	5.00	TFLV
172	22.60	84.00	3.70	3.04	2.06	1.40	13.00	0.70	4.10	61.00	70.00	17.90	0.00	0.00	8.00	Ryegrass_Fresh_Italian
173	37.00	60.00	0.00	2.23	1.32	0.66	0.00	4.11	1.60	54.16	80.40	11.00	78.00	22.00	7.00	WGCFE
174	50.00	55.00	0.00	2.23	1.21	0.46	0.00	4.11	1.60	54.16	81.40	10.00	75.00	25.00	7.00	WGCFFB
175	51.23	54.20	0.00	1.92	1.07	0.52	0.00	0.00	5.00	0.00	75.28	17.82	80.30	19.70	1.90	NativeGrasses_BillPayne
176	51.23	54.50	0.00	1.92	1.07	0.52	0.00	0.00	5.00	66.60	81.20	8.80	80.00	20.00	5.00	LometaIndian_BillPayne
177	51.23	61.60	0.00	1.92	1.07	0.52	0.00	0.00	5.00	64.00	79.80	13.50	86.70	13.30	1.70	SwitchGrass_BillPayne
