State|County|ID| Polygon Point Coordinates
MD|Talbot|1|-76.33535,38.773769 -76.334732,38.773891 -76.333954,38.775134 -76.333786,38.7756 -76.331703,38.776295 -76.330399,38.777157 -76.330139,38.77697 -76.33036,38.775944 -76.329727,38.775524 -76.329346,38.77494 -76.328712,38.774853 -76.328415,38.774586 -76.327934,38.774593 -76.32769,38.774193 -76.326584,38.774223 -76.325317,38.774769 -76.324852,38.774803 -76.324478,38.77512 -76.324295,38.775822 -76.323959,38.775696 -76.323586,38.775185 -76.323494,38.774536 -76.323341,38.774586 -76.323364,38.77486 -76.323174,38.774876 -76.323494,38.775345 -76.322952,38.775448 -76.322372,38.775112 -76.322136,38.7757 -76.322227,38.775852 -76.322678,38.775856 -76.323257,38.776512 -76.323944,38.776642 -76.323372,38.777969 -76.323822,38.778778 -76.323769,38.779289 -76.323097,38.780369 -76.32325,38.780678 -76.323158,38.780968 -76.3218,38.782211 -76.321449,38.782928 -76.321449,38.783562 -76.320969,38.784279 -76.32093,38.785049 -76.320641,38.78558 -76.320656,38.785954 -76.320381,38.786045 -76.319763,38.786743 -76.319763,38.787273 -76.31948,38.787417 -76.31948,38.773429 -76.334924,38.773429 -76.33535,38.773769 -76.372948,38.775959 -76.373329,38.773708 -76.373453,38.773429 -76.374926,38.773429 -76.375771,38.773674 -76.375435,38.774025 -76.375328,38.774712 -76.374603,38.775211 -76.374397,38.775841 -76.373619,38.77578 -76.3731,38.776134 -76.372948,38.775959
MD|Talbot|2|-76.31948,38.787417 -76.319298,38.78751 -76.318237,38.788692 -76.318222,38.78912 -76.317741,38.789349 -76.315395,38.791298 -76.315395,38.773429 -76.31948,38.773429 -76.31948,38.787417
MD|Talbot|3|-76.315395,38.791298 -76.314896,38.791714 -76.312866,38.793701 -76.312477,38.794418 -76.311028,38.795708 -76.311012,38.796131 -76.310562,38.796131 -76.310455,38.796669 -76.310081,38.796848 -76.310234,38.797897 -76.310211,38.798016 -76.309937,38.797974 -76.309937,38.798412 -76.310272,38.798717 -76.309959,38.798969 -76.309906,38.80056 -76.310036,38.80101 -76.309784,38.802353 -76.309929,38.802937 -76.309753,38.804096 -76.309418,38.804317 -76.309364,38.806187 -76.309685,38.808403 -76.309334,38.80912 -76.309448,38.809284 -76.309097,38.809753 -76.309097,38.810658 -76.309288,38.811432 -76.309052,38.811798 -76.309038,38.811956 -76.309038,38.785603 -76.315395,38.785603 -76.315395,38.791298
MD|Talbot|4|-76.315395,38.785603 -76.309038,38.785603 -76.309038,38.7747 -76.309662,38.775352 -76.309639,38.77589 -76.309868,38.776287 -76.309464,38.777679 -76.309776,38.777561 -76.310822,38.777878 -76.311348,38.778767 -76.311203,38.778976 -76.311386,38.779396 -76.31176,38.779106 -76.313141,38.77903 -76.3134,38.779144 -76.313721,38.779644 -76.313942,38.779667 -76.314072,38.779491 -76.313545,38.778793 -76.3125,38.778141 -76.312386,38.777817 -76.312592,38.777626 -76.311852,38.777512 -76.311569,38.776943 -76.311157,38.77681 -76.311806,38.776382 -76.311935,38.776093 -76.311897,38.775745 -76.311432,38.775528 -76.311447,38.775105 -76.311096,38.774822 -76.311256,38.77441 -76.311089,38.774017 -76.311592,38.773429 -76.315395,38.773429 -76.315395,38.785603
MD|Talbot|5|-76.302999,38.822889 -76.302999,38.806926 -76.309038,38.806926 -76.309038,38.811956 -76.308922,38.813351 -76.308311,38.815044 -76.307869,38.815639 -76.306488,38.816536 -76.305565,38.818703 -76.305344,38.819012 -76.304893,38.819141 -76.304115,38.820034 -76.303185,38.822502 -76.302999,38.822889
MD|Talbot|6|-76.302999,38.806926 -76.302999,38.796066 -76.309038,38.796066 -76.309038,38.806926 -76.302999,38.806926
MD|Talbot|7|-76.302999,38.796066 -76.302999,38.789445 -76.303101,38.789043 -76.303978,38.788502 -76.305153,38.788979 -76.305115,38.788143 -76.304665,38.788223 -76.303825,38.787857 -76.302999,38.787986 -76.302999,38.784941 -76.309038,38.784941 -76.309038,38.796066 -76.302999,38.796066
MD|Talbot|8|-76.302999,38.784941 -76.302999,38.77926 -76.303467,38.779514 -76.3041,38.780464 -76.304398,38.780506 -76.304245,38.780388 -76.304321,38.780258 -76.30397,38.780006 -76.303848,38.778053 -76.303139,38.776577 -76.302999,38.776473 -76.302999,38.773429 -76.307506,38.773429 -76.307457,38.77449 -76.308182,38.774345 -76.30854,38.774597 -76.309006,38.774666 -76.309038,38.7747 -76.309038,38.784941 -76.302999,38.784941
MD|Talbot|9|-76.302999,38.822889 -76.3023,38.824345 -76.30262,38.824818 -76.302269,38.825645 -76.301712,38.826191 -76.300888,38.826195 -76.299255,38.827568 -76.297798,38.828312 -76.296452,38.828067 -76.296452,38.816874 -76.302999,38.816874 -76.302999,38.822889
MD|Talbot|10|-76.296452,38.816874 -76.296452,38.828067 -76.295448,38.827885 -76.295418,38.827774 -76.292221,38.827347 -76.291702,38.826954 -76.29027,38.827208 -76.29027,38.816874 -76.296452,38.816874
