State|County|ID| Polygon Point Coordinates
MD|Calvert|1|-76.671264,38.75094 -76.684661,38.75094 -76.684387,38.751614 -76.685013,38.752342 -76.684097,38.755913 -76.682983,38.755814 -76.682564,38.756195 -76.680321,38.756607 -76.679489,38.755615 -76.672188,38.755615 -76.671959,38.756142 -76.671264,38.756621 -76.671264,38.75094
MD|Calvert|2|-76.68589,38.74852 -76.685493,38.748802 -76.685432,38.749466 -76.684998,38.750114 -76.684661,38.75094 -76.678112,38.75094 -76.678112,38.741365 -76.684483,38.741365 -76.684799,38.743713 -76.6847,38.74641 -76.68589,38.74852
MD|Calvert|3|-76.671264,38.741365 -76.678112,38.741365 -76.678112,38.75094 -76.671264,38.75094 -76.671264,38.741365
MD|Calvert|4|-76.695595,38.73241 -76.694397,38.735512 -76.692093,38.736012 -76.686996,38.735912 -76.686658,38.736115 -76.686658,38.727927 -76.694171,38.727927 -76.694199,38.728313 -76.695595,38.73241
MD|Calvert|5|-76.686658,38.727927 -76.686658,38.736115 -76.684494,38.737411 -76.684395,38.740711 -76.684483,38.741365 -76.681023,38.741365 -76.681023,38.727927 -76.686658,38.727927
MD|Calvert|6|-76.671264,38.741365 -76.671264,38.734646 -76.681023,38.734646 -76.681023,38.741365 -76.671264,38.741365
MD|Calvert|7|-76.671264,38.734646 -76.671264,38.727927 -76.681023,38.727927 -76.681023,38.734646 -76.671264,38.734646
MD|Calvert|8|-76.657574,38.764631 -76.657574,38.756661 -76.671207,38.756661 -76.670937,38.756847 -76.669388,38.756916 -76.669701,38.757706 -76.668228,38.759789 -76.667686,38.760216 -76.667747,38.760479 -76.667297,38.761112 -76.664047,38.762039 -76.663284,38.762016 -76.658195,38.764614 -76.657574,38.764631
MD|Calvert|9|-76.671264,38.756621 -76.671207,38.756661 -76.664419,38.756661 -76.664419,38.747083 -76.671264,38.747083 -76.671264,38.756621
MD|Calvert|10|-76.664419,38.756661 -76.657574,38.756661 -76.657574,38.747083 -76.664419,38.747083 -76.664419,38.756661
MD|Calvert|11|-76.671264,38.747083 -76.664419,38.747083 -76.664419,38.737505 -76.671264,38.737505 -76.671264,38.747083
MD|Calvert|12|-76.664419,38.747083 -76.657574,38.747083 -76.657574,38.737505 -76.664419,38.737505 -76.664419,38.747083
MD|Calvert|13|-76.671264,38.737505 -76.664419,38.737505 -76.664419,38.727927 -76.671264,38.727927 -76.671264,38.737505
MD|Calvert|14|-76.664419,38.737505 -76.657574,38.737505 -76.657574,38.727927 -76.664419,38.727927 -76.664419,38.737505
MD|Calvert|15|-76.68902,38.727927 -76.68902,38.717424 -76.698037,38.717424 -76.693893,38.724113 -76.694171,38.727927 -76.68902,38.727927
MD|Calvert|16|-76.7015,38.710011 -76.701195,38.712711 -76.699097,38.715714 -76.698037,38.717424 -76.694294,38.717424 -76.694294,38.704992 -76.695993,38.704992 -76.695999,38.705013 -76.698593,38.707611 -76.7015,38.710011
MD|Calvert|17|-76.694294,38.717424 -76.68902,38.717424 -76.68902,38.704992 -76.694294,38.704992 -76.694294,38.717424
MD|Calvert|18|-76.677585,38.727927 -76.677585,38.722193 -76.68902,38.722193 -76.68902,38.727927 -76.677585,38.727927
MD|Calvert|19|-76.677585,38.722193 -76.677585,38.716459 -76.68902,38.716459 -76.68902,38.722193 -76.677585,38.722193
MD|Calvert|20|-76.677585,38.716459 -76.677585,38.710726 -76.68902,38.710726 -76.68902,38.716459 -76.677585,38.716459
MD|Calvert|21|-76.677585,38.710726 -76.677585,38.704992 -76.68902,38.704992 -76.68902,38.710726 -76.677585,38.710726
MD|Calvert|22|-76.677585,38.727927 -76.670915,38.727927 -76.670915,38.718098 -76.677585,38.718098 -76.677585,38.727927
MD|Calvert|23|-76.670915,38.727927 -76.664244,38.727927 -76.664244,38.718098 -76.670915,38.718098 -76.670915,38.727927
MD|Calvert|24|-76.664244,38.727927 -76.657574,38.727927 -76.657574,38.718098 -76.664244,38.718098 -76.664244,38.727927
MD|Calvert|25|-76.667579,38.718098 -76.667579,38.711545 -76.677585,38.711545 -76.677585,38.718098 -76.667579,38.718098
MD|Calvert|26|-76.667579,38.711545 -76.667579,38.704992 -76.677585,38.704992 -76.677585,38.711545 -76.667579,38.711545
MD|Calvert|27|-76.657574,38.718098 -76.657574,38.711545 -76.667579,38.711545 -76.667579,38.718098 -76.657574,38.718098
MD|Calvert|28|-76.657574,38.711545 -76.657574,38.704992 -76.667579,38.704992 -76.667579,38.711545 -76.657574,38.711545
MD|Calvert|29|-76.644562,38.76186 -76.657574,38.76186 -76.657574,38.764631 -76.656464,38.76466 -76.655487,38.764416 -76.653587,38.764915 -76.650986,38.767616 -76.646866,38.768959 -76.644562,38.76916 -76.644562,38.76186
MD|Calvert|30|-76.657574,38.751781 -76.657574,38.76186 -76.651068,38.76186 -76.651068,38.751781 -76.657574,38.751781
MD|Calvert|31|-76.651068,38.76186 -76.644562,38.76186 -76.644562,38.751781 -76.651068,38.751781 -76.651068,38.76186
MD|Calvert|32|-76.644562,38.76916 -76.642799,38.769314 -76.639252,38.768326 -76.638481,38.767815 -76.637183,38.767694 -76.637183,38.759769 -76.644562,38.759769 -76.644562,38.76916
MD|Calvert|33|-76.637183,38.767694 -76.636925,38.76767 -76.635071,38.767147 -76.634888,38.766815 -76.628146,38.766976 -76.628146,38.759769 -76.637183,38.759769 -76.637183,38.767694
MD|Calvert|34|-76.644562,38.759769 -76.636354,38.759769 -76.636354,38.751781 -76.644562,38.751781 -76.644562,38.759769
MD|Calvert|35|-76.636354,38.759769 -76.628146,38.759769 -76.628146,38.751781 -76.636354,38.751781 -76.636354,38.759769
MD|Calvert|36|-76.644962,38.751781 -76.644962,38.746583 -76.657574,38.746583 -76.657574,38.751781 -76.644962,38.751781
MD|Calvert|37|-76.657574,38.746583 -76.651268,38.746583 -76.651268,38.736185 -76.657574,38.736185 -76.657574,38.746583
MD|Calvert|38|-76.651268,38.746583 -76.644962,38.746583 -76.644962,38.736185 -76.651268,38.736185 -76.651268,38.746583
MD|Calvert|39|-76.636554,38.751781 -76.636554,38.743983 -76.644962,38.743983 -76.644962,38.751781 -76.636554,38.751781
MD|Calvert|40|-76.636554,38.743983 -76.636554,38.736185 -76.644962,38.736185 -76.644962,38.743983 -76.636554,38.743983
MD|Calvert|41|-76.628146,38.751781 -76.628146,38.743983 -76.636554,38.743983 -76.636554,38.751781 -76.628146,38.751781
MD|Calvert|42|-76.628146,38.743983 -76.628146,38.736185 -76.636554,38.736185 -76.636554,38.743983 -76.628146,38.743983
MD|Calvert|43|-76.644962,38.736185 -76.644962,38.730986 -76.657574,38.730986 -76.657574,38.736185 -76.644962,38.736185
MD|Calvert|44|-76.657574,38.730986 -76.651268,38.730986 -76.651268,38.720589 -76.657574,38.720589 -76.657574,38.730986
MD|Calvert|45|-76.651268,38.730986 -76.644962,38.730986 -76.644962,38.720589 -76.651268,38.720589 -76.651268,38.730986
MD|Calvert|46|-76.636554,38.736185 -76.636554,38.728387 -76.644962,38.728387 -76.644962,38.736185 -76.636554,38.736185
MD|Calvert|47|-76.636554,38.728387 -76.636554,38.720589 -76.644962,38.720589 -76.644962,38.728387 -76.636554,38.728387
MD|Calvert|48|-76.636554,38.736185 -76.628146,38.736185 -76.628146,38.728387 -76.636554,38.728387 -76.636554,38.736185
MD|Calvert|49|-76.628146,38.728387 -76.628146,38.720589 -76.636554,38.720589 -76.636554,38.728387 -76.628146,38.728387
MD|Calvert|50|-76.644962,38.720589 -76.644962,38.71539 -76.657574,38.71539 -76.657574,38.720589 -76.644962,38.720589
MD|Calvert|51|-76.657574,38.71539 -76.651268,38.71539 -76.651268,38.704992 -76.657574,38.704992 -76.657574,38.71539
MD|Calvert|52|-76.651268,38.71539 -76.644962,38.71539 -76.644962,38.704992 -76.651268,38.704992 -76.651268,38.71539
MD|Calvert|53|-76.636554,38.720589 -76.636554,38.71279 -76.644962,38.71279 -76.644962,38.720589 -76.636554,38.720589
MD|Calvert|54|-76.636554,38.71279 -76.636554,38.704992 -76.644962,38.704992 -76.644962,38.71279 -76.636554,38.71279
MD|Calvert|55|-76.628146,38.720589 -76.628146,38.71279 -76.636554,38.71279 -76.636554,38.720589 -76.628146,38.720589
MD|Calvert|56|-76.628146,38.71279 -76.628146,38.704992 -76.636554,38.704992 -76.636554,38.71279 -76.628146,38.71279
MD|Calvert|57|-76.689817,38.704992 -76.689817,38.694321 -76.697777,38.694321 -76.697594,38.695213 -76.695999,38.697811 -76.694893,38.701412 -76.695993,38.704992 -76.689817,38.704992
MD|Calvert|58|-76.689817,38.704992 -76.683673,38.704992 -76.683673,38.694321 -76.689817,38.694321 -76.689817,38.704992
MD|Calvert|59|-76.683673,38.704992 -76.677529,38.704992 -76.677529,38.694321 -76.683673,38.694321 -76.683673,38.704992
MD|Calvert|60|-76.685757,38.694321 -76.685757,38.688962 -76.697351,38.688962 -76.698395,38.691311 -76.697777,38.694321 -76.685757,38.694321
MD|Calvert|61|-76.685757,38.688962 -76.685757,38.678384 -76.687971,38.678384 -76.6875,38.681313 -76.692696,38.684113 -76.696396,38.686813 -76.697351,38.688962 -76.685757,38.688962
MD|Calvert|62|-76.677529,38.694321 -76.677529,38.686352 -76.685757,38.686352 -76.685757,38.694321 -76.677529,38.694321
MD|Calvert|63|-76.677529,38.686352 -76.677529,38.678384 -76.685757,38.678384 -76.685757,38.686352 -76.677529,38.686352
MD|Calvert|64|-76.677529,38.704992 -76.671779,38.704992 -76.671779,38.693589 -76.677529,38.693589 -76.677529,38.704992
MD|Calvert|65|-76.671779,38.704992 -76.66603,38.704992 -76.66603,38.693589 -76.671779,38.693589 -76.671779,38.704992
MD|Calvert|66|-76.66603,38.704992 -76.66028,38.704992 -76.66028,38.693589 -76.66603,38.693589 -76.66603,38.704992
MD|Calvert|67|-76.668905,38.693589 -76.668905,38.685986 -76.677529,38.685986 -76.677529,38.693589 -76.668905,38.693589
MD|Calvert|68|-76.668905,38.685986 -76.668905,38.678384 -76.677529,38.678384 -76.677529,38.685986 -76.668905,38.685986
MD|Calvert|69|-76.66028,38.693589 -76.66028,38.685986 -76.668905,38.685986 -76.668905,38.693589 -76.66028,38.693589
MD|Calvert|70|-76.66028,38.685986 -76.66028,38.678384 -76.668905,38.678384 -76.668905,38.685986 -76.66028,38.685986
MD|Calvert|71|-76.700699,38.667713 -76.699997,38.670612 -76.696198,38.671711 -76.692993,38.672314 -76.690498,38.673714 -76.688095,38.677612 -76.687971,38.678384 -76.687598,38.678384 -76.687598,38.667707 -76.700692,38.667707 -76.700699,38.667713
MD|Calvert|72|-76.687598,38.678384 -76.681458,38.678384 -76.681458,38.667707 -76.687598,38.667707 -76.687598,38.678384
MD|Calvert|73|-76.681458,38.678384 -76.675317,38.678384 -76.675317,38.667707 -76.681458,38.667707 -76.681458,38.678384
MD|Calvert|74|-76.681925,38.667707 -76.681925,38.663221 -76.686213,38.663221 -76.687393,38.663811 -76.690994,38.664013 -76.694199,38.663811 -76.698196,38.665314 -76.700692,38.667707 -76.681925,38.667707
MD|Calvert|75|-76.686213,38.663221 -76.681925,38.663221 -76.681925,38.647862 -76.691569,38.647862 -76.690994,38.649212 -76.689095,38.651211 -76.686798,38.653011 -76.6847,38.655712 -76.683197,38.659412 -76.683998,38.662113 -76.686213,38.663221
MD|Calvert|76|-76.675317,38.667707 -76.675317,38.657784 -76.681925,38.657784 -76.681925,38.667707 -76.675317,38.667707
MD|Calvert|77|-76.675317,38.657784 -76.675317,38.647862 -76.681925,38.647862 -76.681925,38.657784 -76.675317,38.657784
MD|Calvert|78|-76.675317,38.678384 -76.670305,38.678384 -76.670305,38.665303 -76.675317,38.665303 -76.675317,38.678384
MD|Calvert|79|-76.66028,38.678384 -76.66028,38.671843 -76.670305,38.671843 -76.670305,38.678384 -76.66028,38.678384
MD|Calvert|80|-76.66028,38.671843 -76.66028,38.665303 -76.670305,38.665303 -76.670305,38.671843 -76.66028,38.671843
MD|Calvert|81|-76.675317,38.665303 -76.667799,38.665303 -76.667799,38.656582 -76.675317,38.656582 -76.675317,38.665303
MD|Calvert|82|-76.667799,38.665303 -76.66028,38.665303 -76.66028,38.656582 -76.667799,38.656582 -76.667799,38.665303
MD|Calvert|83|-76.675317,38.656582 -76.667799,38.656582 -76.667799,38.647862 -76.675317,38.647862 -76.675317,38.656582
MD|Calvert|84|-76.667799,38.656582 -76.66028,38.656582 -76.66028,38.647862 -76.667799,38.647862 -76.667799,38.656582
MD|Calvert|85|-76.66028,38.704992 -76.654925,38.704992 -76.654925,38.69275 -76.66028,38.69275 -76.66028,38.704992
MD|Calvert|86|-76.654925,38.704992 -76.644213,38.704992 -76.644213,38.698871 -76.654925,38.698871 -76.654925,38.704992
MD|Calvert|87|-76.644213,38.698871 -76.644213,38.69275 -76.654925,38.69275 -76.654925,38.698871 -76.644213,38.698871
MD|Calvert|88|-76.66028,38.69275 -76.652247,38.69275 -76.652247,38.684588 -76.66028,38.684588 -76.66028,38.69275
MD|Calvert|89|-76.652247,38.69275 -76.644213,38.69275 -76.644213,38.684588 -76.652247,38.684588 -76.652247,38.69275
MD|Calvert|90|-76.66028,38.684588 -76.652247,38.684588 -76.652247,38.676427 -76.66028,38.676427 -76.66028,38.684588
MD|Calvert|91|-76.652247,38.684588 -76.644213,38.684588 -76.644213,38.676427 -76.652247,38.676427 -76.652247,38.684588
MD|Calvert|92|-76.644213,38.704992 -76.638858,38.704992 -76.638858,38.69275 -76.644213,38.69275 -76.644213,38.704992
