State|County|ID| Polygon Point Coordinates
MD|Worcester|1|-75.598682,38.279314 -75.598682,38.273964 -75.610803,38.273964 -75.611496,38.276112 -75.612897,38.278412 -75.607895,38.278912 -75.598682,38.279314
MD|Worcester|2|-75.604234,38.273964 -75.604234,38.262156 -75.607041,38.262156 -75.607094,38.262211 -75.608497,38.263912 -75.610596,38.268112 -75.610497,38.273014 -75.610803,38.273964 -75.604234,38.273964
MD|Worcester|3|-75.598682,38.273964 -75.598682,38.262156 -75.604234,38.262156 -75.604234,38.273964 -75.598682,38.273964
MD|Worcester|4|-75.598682,38.279314 -75.591042,38.279647 -75.591042,38.270899 -75.598682,38.270899 -75.598682,38.279314
MD|Worcester|5|-75.591042,38.279647 -75.584999,38.279911 -75.583686,38.280003 -75.583686,38.270899 -75.591042,38.270899 -75.591042,38.279647
MD|Worcester|6|-75.598682,38.270899 -75.591184,38.270899 -75.591184,38.262156 -75.598682,38.262156 -75.598682,38.270899
MD|Worcester|7|-75.591184,38.270899 -75.583686,38.270899 -75.583686,38.262156 -75.591184,38.262156 -75.591184,38.270899
MD|Worcester|8|-75.607041,38.262156 -75.599714,38.262156 -75.599714,38.249885 -75.605496,38.249885 -75.604597,38.255012 -75.604697,38.259712 -75.607041,38.262156
MD|Worcester|9|-75.599714,38.262156 -75.594371,38.262156 -75.594371,38.249885 -75.599714,38.249885 -75.599714,38.262156
MD|Worcester|10|-75.583686,38.262156 -75.583686,38.25602 -75.594371,38.25602 -75.594371,38.262156 -75.583686,38.262156
MD|Worcester|11|-75.583686,38.25602 -75.583686,38.249885 -75.594371,38.249885 -75.594371,38.25602 -75.583686,38.25602
MD|Worcester|12|-75.591638,38.249885 -75.591638,38.244645 -75.602213,38.244645 -75.602697,38.245112 -75.605597,38.249312 -75.605496,38.249885 -75.591638,38.249885
MD|Worcester|13|-75.591638,38.244645 -75.591638,38.233396 -75.592719,38.233396 -75.597297,38.238412 -75.599594,38.242111 -75.602213,38.244645 -75.591638,38.244645
MD|Worcester|14|-75.583686,38.249885 -75.583686,38.241641 -75.591638,38.241641 -75.591638,38.249885 -75.583686,38.249885
MD|Worcester|15|-75.583686,38.241641 -75.583686,38.233396 -75.591638,38.233396 -75.591638,38.241641 -75.583686,38.241641
MD|Worcester|16|-75.583686,38.280003 -75.5793,38.280312 -75.576499,38.280427 -75.576499,38.271117 -75.583686,38.271117 -75.583686,38.280003
MD|Worcester|17|-75.576499,38.280427 -75.569564,38.280712 -75.569564,38.271117 -75.576499,38.271117 -75.576499,38.280427
MD|Worcester|18|-75.569564,38.280712 -75.562828,38.280989 -75.562828,38.271117 -75.569564,38.271117 -75.569564,38.280712
MD|Worcester|19|-75.573257,38.271117 -75.573257,38.26483 -75.583686,38.26483 -75.583686,38.271117 -75.573257,38.271117
MD|Worcester|20|-75.573257,38.26483 -75.573257,38.258543 -75.583686,38.258543 -75.583686,38.26483 -75.573257,38.26483
MD|Worcester|21|-75.562828,38.271117 -75.562828,38.26483 -75.573257,38.26483 -75.573257,38.271117 -75.562828,38.271117
MD|Worcester|22|-75.562828,38.26483 -75.562828,38.258543 -75.573257,38.258543 -75.573257,38.26483 -75.562828,38.26483
MD|Worcester|23|-75.573257,38.258543 -75.573257,38.252256 -75.583686,38.252256 -75.583686,38.258543 -75.573257,38.258543
MD|Worcester|24|-75.573257,38.252256 -75.573257,38.24597 -75.583686,38.24597 -75.583686,38.252256 -75.573257,38.252256
MD|Worcester|25|-75.562828,38.258543 -75.562828,38.252256 -75.573257,38.252256 -75.573257,38.258543 -75.562828,38.258543
MD|Worcester|26|-75.562828,38.252256 -75.562828,38.24597 -75.573257,38.24597 -75.573257,38.252256 -75.562828,38.252256
MD|Worcester|27|-75.573257,38.24597 -75.573257,38.239683 -75.583686,38.239683 -75.583686,38.24597 -75.573257,38.24597
