State|County|ID| Polygon Point Coordinates
MD|Allegany|1|-78.940165,39.707798 -78.938499,39.71051 -78.93131,39.722693 -78.93131,39.707798 -78.940165,39.707798
MD|Allegany|2|-78.922529,39.722748 -78.922529,39.715264 -78.93131,39.715264 -78.93131,39.722693 -78.931297,39.722713 -78.922529,39.722748
MD|Allegany|3|-78.922529,39.715264 -78.922529,39.707798 -78.93131,39.707798 -78.93131,39.715264 -78.922529,39.715264
MD|Allegany|4|-78.946035,39.698237 -78.940165,39.707798 -78.936243,39.707798 -78.936243,39.698237 -78.946035,39.698237
MD|Allegany|5|-78.936243,39.707798 -78.929386,39.707798 -78.929386,39.698237 -78.936243,39.698237 -78.936243,39.707798
MD|Allegany|6|-78.929386,39.707798 -78.922529,39.707798 -78.922529,39.698237 -78.929386,39.698237 -78.929386,39.707798
MD|Allegany|7|-78.954947,39.681835 -78.946522,39.697396 -78.946522,39.681835 -78.954947,39.681835
MD|Allegany|8|-78.938516,39.698237 -78.938516,39.690024 -78.946522,39.690024 -78.946522,39.697396 -78.946297,39.697811 -78.946035,39.698237 -78.938516,39.698237
MD|Allegany|9|-78.938516,39.690024 -78.938516,39.681835 -78.946522,39.681835 -78.946522,39.690024 -78.938516,39.690024
MD|Allegany|10|-78.938516,39.698237 -78.930523,39.698237 -78.930523,39.690036 -78.938516,39.690036 -78.938516,39.698237
MD|Allegany|11|-78.930523,39.698237 -78.922529,39.698237 -78.922529,39.690036 -78.930523,39.690036 -78.930523,39.698237
MD|Allegany|12|-78.938516,39.690036 -78.930523,39.690036 -78.930523,39.681835 -78.938516,39.681835 -78.938516,39.690036
MD|Allegany|13|-78.930523,39.690036 -78.922529,39.690036 -78.922529,39.681835 -78.930523,39.681835 -78.930523,39.690036
MD|Allegany|14|-78.953184,39.681835 -78.953184,39.669284 -78.961973,39.669284 -78.958099,39.676014 -78.954947,39.681835 -78.953184,39.681835
MD|Allegany|15|-78.96829,39.658311 -78.961973,39.669284 -78.959157,39.669284 -78.959157,39.658311 -78.96829,39.658311
MD|Allegany|16|-78.959157,39.669284 -78.953184,39.669284 -78.953184,39.658311 -78.959157,39.658311 -78.959157,39.669284
MD|Allegany|17|-78.942037,39.681835 -78.942037,39.675954 -78.953184,39.675954 -78.953184,39.681835 -78.942037,39.681835
MD|Allegany|18|-78.942037,39.675954 -78.942037,39.670073 -78.953184,39.670073 -78.953184,39.675954 -78.942037,39.675954
MD|Allegany|19|-78.942037,39.670073 -78.942037,39.664192 -78.953184,39.664192 -78.953184,39.670073 -78.942037,39.670073
MD|Allegany|20|-78.942037,39.664192 -78.942037,39.658311 -78.953184,39.658311 -78.953184,39.664192 -78.942037,39.664192
MD|Allegany|21|-78.942037,39.681835 -78.935534,39.681835 -78.935534,39.671753 -78.942037,39.671753 -78.942037,39.681835
MD|Allegany|22|-78.935534,39.681835 -78.929032,39.681835 -78.929032,39.671753 -78.935534,39.671753 -78.935534,39.681835
MD|Allegany|23|-78.929032,39.681835 -78.922529,39.681835 -78.922529,39.671753 -78.929032,39.671753 -78.929032,39.681835
MD|Allegany|24|-78.932283,39.671753 -78.932283,39.665032 -78.942037,39.665032 -78.942037,39.671753 -78.932283,39.671753
MD|Allegany|25|-78.932283,39.665032 -78.932283,39.658311 -78.942037,39.658311 -78.942037,39.665032 -78.932283,39.665032
MD|Allegany|26|-78.922529,39.671753 -78.922529,39.665032 -78.932283,39.665032 -78.932283,39.671753 -78.922529,39.671753
MD|Allegany|27|-78.922529,39.665032 -78.922529,39.658311 -78.932283,39.658311 -78.932283,39.665032 -78.922529,39.665032
MD|Allegany|28|-78.963905,39.658311 -78.963905,39.649011 -78.973587,39.649011 -78.971397,39.652912 -78.96829,39.658311 -78.963905,39.658311
MD|Allegany|29|-78.979426,39.638606 -78.973587,39.649011 -78.970206,39.649011 -78.970206,39.638606 -78.979426,39.638606
MD|Allegany|30|-78.970206,39.649011 -78.963905,39.649011 -78.963905,39.638606 -78.970206,39.638606 -78.970206,39.649011
MD|Allegany|31|-78.973569,39.638606 -78.973569,39.630534 -78.983956,39.630534 -78.979426,39.638606 -78.973569,39.638606
MD|Allegany|32|-78.973569,39.630534 -78.973569,39.625039 -78.987037,39.625039 -78.987,39.625111 -78.983956,39.630534 -78.973569,39.630534
MD|Allegany|33|-78.963905,39.638606 -78.963905,39.631822 -78.973569,39.631822 -78.973569,39.638606 -78.963905,39.638606
MD|Allegany|34|-78.963905,39.631822 -78.963905,39.625039 -78.973569,39.625039 -78.973569,39.631822 -78.963905,39.631822
MD|Allegany|35|-78.950113,39.658311 -78.950113,39.653558 -78.963905,39.653558 -78.963905,39.658311 -78.950113,39.658311
MD|Allegany|36|-78.963905,39.653558 -78.957009,39.653558 -78.957009,39.644051 -78.963905,39.644051 -78.963905,39.653558
MD|Allegany|37|-78.957009,39.653558 -78.950113,39.653558 -78.950113,39.644051 -78.957009,39.644051 -78.957009,39.653558
MD|Allegany|38|-78.963905,39.644051 -78.957009,39.644051 -78.957009,39.634545 -78.963905,39.634545 -78.963905,39.644051
MD|Allegany|39|-78.957009,39.644051 -78.950113,39.644051 -78.950113,39.634545 -78.957009,39.634545 -78.957009,39.644051
MD|Allegany|40|-78.963905,39.634545 -78.957009,39.634545 -78.957009,39.625039 -78.963905,39.625039 -78.963905,39.634545
MD|Allegany|41|-78.957009,39.634545 -78.950113,39.634545 -78.950113,39.625039 -78.957009,39.625039 -78.957009,39.634545
MD|Allegany|42|-78.938292,39.658311 -78.938292,39.652765 -78.950113,39.652765 -78.950113,39.658311 -78.938292,39.658311
MD|Allegany|43|-78.950113,39.652765 -78.944203,39.652765 -78.944203,39.641675 -78.950113,39.641675 -78.950113,39.652765
MD|Allegany|44|-78.944203,39.652765 -78.938292,39.652765 -78.938292,39.641675 -78.944203,39.641675 -78.944203,39.652765
MD|Allegany|45|-78.938292,39.658311 -78.93041,39.658311 -78.93041,39.649993 -78.938292,39.649993 -78.938292,39.658311
MD|Allegany|46|-78.93041,39.658311 -78.922529,39.658311 -78.922529,39.649993 -78.93041,39.649993 -78.93041,39.658311
